IdCliente,DiasComoCliente,TotalTransacoes
0a22796e-ec76-45c1-8aaf-c5e333d1e2bc,217.065744629595,1
0a36ac7c-408b-4165-a124-fb22bd243998,578.549147407524,1
0a64ebad-71c5-4552-a973-203900ecb78b,188.005686759483,46
0a6720ce-ca90-400a-8361-7f025c40727a,578.549147407524,2
0a763836-bfe0-4d4b-a08a-02eb8d10e32a,47.4636844447814,0
0a7c1189-e844-4d74-952a-ed72496ef5b0,44.9576659258455,0
0a89b0f6-2b47-436f-b0e1-a459fa269693,76.988858055789,2
0ac926ef-5ca1-460f-a261-a672cb3e02ad,7.03273537056521,2
0ade65a7-c1b0-4aa5-8ab6-a4ad78028037,178.004448333289,1684
0af0bdf0-d17a-41bd-b8f6-6b3cef165bd8,578.549147407524,21
0af820eb-ce61-42d3-89bb-2d5d901ace9f,578.549147407524,11
0b07d3e4-7682-4d66-b418-587b7be8efa4,578.549147407524,103
0b0bda4c-a9de-4c38-a47a-86b6123163a3,578.549147407524,0
0b0fed33-f8b7-49cb-9fa2-ff900a0caaf0,578.549147407524,2
0b3fa997-c264-439b-8169-6bb14a4c47de,578.549147407524,1
0b474011-385e-4990-8106-cdcca66ec3f8,578.549147407524,18
0b646b30-63a8-4b05-a3e7-dda3ae39e6b7,578.549147407524,594
0b67efa8-a408-4a3e-bc9d-2407b853745b,53.997075648047,0
0b76c105-e036-4cbd-ba70-d334f4fbca81,578.549147407524,5
0b8af28e-f60a-4afd-9189-1d98980ad275,578.549147407524,15
0ba1879e-862c-45ad-96be-4cffc02968f7,189.002110370435,1
0ba1f43e-dee6-4440-8e1f-d90b68239aa9,140.049494629726,16
0bb80954-a309-484e-8172-3b23e1ed6ae6,77.0455478704534,2
0bea3e7d-a4f8-4281-83bd-888bd5fe70d0,578.549147407524,40
0becf997-a205-4d16-8235-c9aebc525c2e,578.549147407524,5
0bedbd0f-25d4-4594-ad7d-46766f4522be,578.549147407524,3
0bf26ef8-ead0-4432-a432-c4486697a556,24.9582214816473,0
0c13d1d1-3ba2-48a9-b406-bc0a2912e097,578.549147407524,81
0c19de57-f3fa-4a16-830e-bcb56bb1a190,578.549147407524,5
0c4bd595-1a0e-44f3-ba22-67d6bfaae9b7,578.549147407524,16
0c627c11-de12-420b-98d0-3d15481aa95b,578.549147407524,1
0c714e27-57ea-4a0e-a810-021603c47eb6,172.094321018551,2
0c7344e3-9b32-42e2-bdab-b71052aebc98,578.549147407524,12
0c8ff71b-4e6a-4f95-8789-f4be4a0a2f40,94.0402353703976,48
0cadd654-cb67-45e3-b273-7dae9e863cfe,578.549147407524,2
0cba5934-23c0-4b67-9792-ec9fd8de4da3,23.8039159262553,0
0ccc6ef1-e8d2-43de-8534-300b1f77f06e,175.067040925846,2
0ce99e88-1cd3-4f5a-b998-f1aabc46db49,578.549147407524,1
0cec974f-3aac-4ff3-847e-0d157f367d6e,578.549147407524,2
0d19c800-9723-4aca-b3ba-3cf779044f9b,578.549147407524,704
0d27b42b-e37a-4671-b3b3-b620df5acc49,578.549147407524,1
0d706b7e-3669-4cdf-9d3e-8df085c246c5,578.549147407524,1
0d786400-6e10-4337-9229-ccb5644f00bd,578.549147407524,11
0d87607b-f4ee-4098-9cfc-1045ac952b43,578.549147407524,1
0d93ff9d-776d-4435-a2d9-183065b08afe,578.549147407524,1
0d975489-198c-42fb-9a6c-69aba41d5231,7.05347611103207,9
0d97bccf-d81b-410d-86d7-23bb78876764,7.03128861123696,7
0d985a03-f928-45ae-9b52-7543bce82039,119.038777037058,11
0d9b7eea-e790-49e1-9413-2f20350d0c29,175.091450648382,13
0dd4437f-5f46-4e2b-91ed-31333881e408,67.5364390742034,0
0df5f7e8-851c-4a82-a9d9-5987e6886e2d,578.549147407524,8
0df8bc26-9343-428a-a8ae-2b70779c49a2,144.022168240976,206
0e25489a-fff4-4e03-bb14-e7078e1a67a1,20.5505710188299,0
0e28a905-faa5-45bd-b785-dc890efe6fa5,203.063915926032,1
0e38a25b-f8bf-4be3-9f8a-1afe35c77f21,578.549147407524,1
0e61319b-1693-47f9-88a4-c96116fbd73c,578.549147407524,0
0e6682e2-2cd9-419f-8173-c4431bc5054d,272.03361500008,17
0e8b335a-8fd0-4e8f-813f-4d2d80171e4b,16.5395177779719,0
0ea17cd9-4863-4bd2-95a6-2cc9ef423298,223.990987685509,1
0ecb18ce-2b5e-4bc5-8baf-a6e1f72b13d3,270.001207592897,0
0ecd4659-2e4a-4598-8d3c-23148262f4b0,578.549147407524,5
0ed57b36-63ea-4190-8611-69ee5479d7a6,578.549147407524,9
0ed6b09e-4329-4d2a-837b-2aad4796cd3a,258.008788611274,178
0efcde8f-4137-4a1a-818e-3ed107fa74a5,578.549147407524,4
0f0474fe-c48e-436b-9de3-1e5285ff6eb6,217.055605740752,9
0f0a175d-b72a-4347-a0ce-1d8c7c92fb11,578.549147407524,2
0f1215d3-caf2-4533-8ed0-ce2eb106c589,82.0521566667594,47
0f15499c-bb66-4b2d-a720-91080c65ff13,578.549147407524,0
0f2a5949-6767-4755-99c5-0634173a405c,578.549147407524,161
0f461687-8b48-4020-a07f-c83635995c1e,38.0689969444647,0
0f744fdd-cb88-4ba5-b32c-7ce351e87c2a,578.549147407524,7
0fa905dd-368a-4151-b7b1-0ff65166e36a,578.549147407524,5
0fc14e6b-3320-4686-9064-792a208c1bfb,578.549147407524,9
0fc3524f-c21c-494d-bced-66766a2f239a,227.002978425939,345
0fd197c4-17dd-42be-aaf0-32e4346fec27,578.549147407524,27
0fd403d3-60b6-47f2-a1e2-e6df37b49184,202.99258490745,93
0ff70200-7eeb-43bb-943c-4fe95d424e57,124.047851111274,49
10082bd8-7aa3-4cff-99d9-0c5a8edfced4,119.047862685286,1
101524a7-1a97-4963-93da-c8dffb023842,87.7435571295209,0
1029c005-70a8-4a1d-b5f8-9efd6255c9fe,578.549147407524,1
103c642b-212f-4807-8bcb-a63dd5adc777,578.549147407524,2
103ef0e2-e5f9-42af-a6c1-ad4991aa7de6,578.549147407524,16
1058f303-681a-4578-9566-f9170def8732,578.549147407524,1
107b2245-3810-4177-9813-8696eaa1cb8a,192.035663611256,193
1087240e-3b9c-4314-817c-40f361de8df0,285.020790926181,2
1090b72f-0736-4cf9-9c65-d43b5dbd6980,578.549147407524,5
109dd768-3207-4eaa-8d32-89a205244024,578.549147407524,1
10b7366f-7df9-47bb-ba10-0c67735e2b9b,188.990200648084,58
10c08e57-d0b1-4811-8282-9fcc6413468e,578.549147407524,36
10cd2ca7-a1e0-43ba-974f-e753ecb7b114,230.043071018532,64
10d063a5-4554-415f-a104-9e98bd96465c,578.549147407524,1
10d18590-4365-465c-8174-311c38d3a548,578.549147407524,61
10ddac6b-0b74-4e1d-a624-898ef75ed653,213.069598796312,91
10e93ba1-2517-4b70-bff1-9fe1b333580d,578.549147407524,1
10f4f908-3019-427e-9e51-e3527d5c247b,578.549147407524,1
10f96270-be3d-4487-85d8-843c21f0fe77,578.549147407524,3
10fc145c-4642-41a6-9773-61505cdb8c50,238.035084907431,12
10ff5fd4-85a3-4f6e-a5ed-0cb97439098d,578.549147407524,1
11045176-38f2-44d8-9f50-1a2b0d63f10e,277.067353426013,71
11093064-4a59-461d-b25a-1259eafb857a,7.03555944468826,1
1109fb99-fb41-47ea-9edd-9d071e1ca961,200.088823333383,8
112d7e7c-d9ca-414c-933a-a8359b7f2fba,47.9708140743896,0
11587d4b-92bd-4d1e-9a88-a2aabd53f758,578.549147407524,3
11605b63-e9a1-4812-bab8-1f25197cb83f,578.549147407524,0
1166ddb4-b496-4d14-9121-2d913f411233,286.048684444744,24
117f335d-dfb5-426d-96ce-6b2b4ddf24f3,54.4754668520764,0
11899001-492b-4312-a66e-8d4707f77ec2,578.549147407524,1
1193a378-e1f6-4ca2-b5f4-5862937d8341,202.012064074166,46
119b90af-acae-4d54-ae75-9f45e246e34f,42.0473765740171,2
119c6071-20f1-44c4-8605-297811633e04,89.9338233335875,1
11a50b0e-0c30-441b-b5fc-2a9d34990809,7.03053629631177,1
11ab0d5f-6937-46df-9295-831585746476,230.062040925957,13
11cd9d33-3be7-4312-89ec-893c8f85ab01,220.027191388886,20
11d0932f-c762-4d6d-b6d6-dd38743fcd46,578.549147407524,5
11d9bafa-29e0-451a-9045-c7e57e7462ae,202.083800185472,4
11e0781f-3ee1-445a-b2be-eebf05094c13,578.549147407524,9
11f0bbec-a571-4d1a-8db2-9a7dfbc9155c,54.9774807407521,15
11f66874-82d3-4472-8f28-594a56a2501a,7.05016592610627,9
1202ad32-94fb-4dca-abb2-eb7505ae0e15,271.013013148215,15
12085c7c-3e39-48aa-b654-557d9728f2d5,578.549147407524,3
121550d2-c6e5-4e68-b504-ab471ea01e26,199.089888148475,38
1225ebc2-a0ac-4e1e-8415-5318e159393d,306.038661296479,26
122e67c2-4305-4efa-9927-3c00f4d5cc5f,146.054911296349,2
12309bac-c268-4a7d-bbf7-bd72fd26c20a,272.067665926181,16
1250014c-f1fa-430c-b237-e7f4ff7e11da,200.022804814856,2
126176bd-eb2a-4c3b-a414-e838e1fb3999,578.549147407524,0
1266a171-db37-4b13-a7bd-0c9641d97815,228.016068703961,5
12a2d71a-b3e5-4760-a588-4771d835153f,119.026577963028,4
12adb36f-f05f-4978-9571-e1536ba3e587,578.549147407524,0
12baf2a6-7857-40c9-8574-3c342841a672,578.549147407524,59
12c97f0a-2f1b-4b41-95c6-34510f4f236c,301.036554814782,71
12cf1a37-cfc4-4414-a823-00def1662a0b,166.031554814894,6
12d13765-2117-4ec2-abba-54b8e587f971,578.549147407524,40
12d53642-5997-4345-9b10-410a2d387466,255.065686759539,138
12dcbdb6-7dbe-4dd8-9faf-260169acc073,312.014772407711,12
12dccd10-4eff-4a55-957a-76629ce66121,68.1020756484941,0
1305a67e-2b1e-48d1-ba39-0380ed7066ed,578.549147407524,16
13114de7-15fa-4b31-bb11-7d32e63d800e,7.86812888877466,0
131eedc9-fc22-4f49-840d-701b18f5c09a,578.549147407524,17
132c6ae8-e587-4e34-b217-ebe03474467b,578.549147407524,1
132da13d-378a-4217-ac38-2cc268c5aeb9,7.03253861144185,1
132e063e-3323-4605-87b9-c4d96efc6d8b,578.549147407524,6
1338dec5-9d5d-412f-a67e-fe5f82250480,277.010559444781,5
135b9515-6ca5-4f46-8102-ecaef3486903,578.549147407524,1
135d00c9-66a6-4f34-bc9a-4839bc92325b,578.549147407524,174
135d7c55-3c7e-4c7f-b9ad-2d335c5a6fdf,578.549147407524,4
1370597d-57dc-46ae-9d2f-ac6e4a285c81,216.052017777693,432
137eefea-cf3a-45b2-b24e-cd6ef2c0ff7a,54.8681636112742,1
13851a57-d3af-43ab-87c5-7d58e5743c6b,578.549147407524,52
139e9d7c-0938-49f9-bb11-049f250ba11a,578.549147407524,4
13a5289b-262f-4ffd-9345-7840c766d7ba,7.04878861131147,8
13c648ee-9b9d-44da-9ed3-3bf00f24ccb9,116.047214536928,3
13d0b86c-05b6-42dc-8d54-2979f49b746b,578.549147407524,3
13d3c3dc-fde0-4cb1-8998-0cef49a16959,237.033730740659,349
13e42683-f0b1-4154-81d5-82025f82bd43,578.549147407524,5
1437c12a-1157-4d16-8209-7f380a545269,578.549147407524,42
1441169f-c907-4135-a83a-b0fd2b6e8c80,202.01197148161,3
14420732-edb3-4d87-bd08-a592983ecf6f,202.896959907375,125
14647e1c-a38a-4658-9345-76a78380997e,83.9804899999872,3
1474e876-1551-41fd-a5df-e8c5db8f8edf,578.549147407524,20
14a98024-523b-406c-ba4f-d5c2d0be0af0,578.549147407524,9
14ad049d-7bf7-40e7-8262-d7dfe54423ec,578.549147407524,1
14c0e149-f87d-4b0f-9358-2d55d6c21636,578.549147407524,45
14c67885-c9d0-49e0-bf69-36aedd482b11,217.012631203979,19
14c81fcd-9277-4176-82c1-005864cdcdf4,196.041832592804,526
14cbc401-8f27-4d96-bbfe-76653334fc35,7.020420555491,1
14d59794-f89e-4623-b4ba-a6c4d76b3040,578.549147407524,644
14d5f91d-a339-4ed9-8211-6856d8ff5b06,53.6679668519646,1
14d9eb94-f17a-4215-8fac-27607b80bbc2,578.549147407524,37
14f2c729-2dc7-4f66-b8e2-40cf5c004e83,54.0124344443902,8
14f7babe-efac-4733-9f86-628e370f917c,578.549147407524,5
15067cb3-b8d9-4a46-9b2d-7ea5034d3bb9,67.9752237964422,0
151faab4-dbae-4858-a93a-f0d9b6bcce58,7.03267750004306,2
153333a9-6897-482e-ae8f-dc14ff06bef3,7.02437888877466,1
15455e46-0090-4607-8d98-cb659aea805f,7.03286268515512,1
15671712-f779-41ed-a517-dc4609f7cd8b,578.549147407524,1
156857a6-b4a5-467b-9616-6641f8bda12b,178.048117314931,2469
1586adc9-7ddc-4642-a9cc-42ad2ff058b2,578.549147407524,73
15871c94-d75c-441d-a0f4-fd41818a9d4c,63.7270756484941,0
15a2e60e-1eb6-4979-919d-f968a50d67d0,292.043927500024,39
15b7bd64-c2ff-4170-ba0d-cbda28c8568a,7.05187888909131,1
15ced5b3-8b8b-4cee-bd1f-4a5f8ffb59a3,206.041496944614,3
15d6c613-a67c-47b0-bc08-b96e8a9c8e10,84.015339537058,9
15de99b6-aae6-4a82-82c6-497b7add8f7c,34.7260108334012,0
15e75472-fea3-42ff-839b-397e568f1d55,578.549147407524,97
15e8c04d-9cd8-497e-8e71-f27e70df1427,578.549147407524,11
1614574e-7b0c-4a7c-90d9-ac53b7cf885f,195.09055944439,2
16171674-7e2c-4849-aa39-bad749ca9665,578.549147407524,36
161bf8aa-33f9-42a3-b48f-97199c8370d1,578.549147407524,361
163022e8-12b8-486f-8604-57d8fa0ed7e1,193.999540925957,194
163f05f3-ea16-490e-97d8-bd1b24eac8fe,179.086381203961,247
16629e3c-e7b6-4cc2-9cb9-a30d46b9fdbd,285.047758518718,24
1668888f-874c-41d7-abc3-2a1f8489102e,578.549147407524,1
1674d6ae-d389-4a5a-8708-78a3920f4d1d,578.549147407524,4
16923b3e-046d-4d48-be53-d852d0a3be42,237.061288611032,6
16da3115-d4c6-4ff8-898b-b18f5fff6bf2,7.03280481509864,1
16e77e87-d93f-4716-af91-9d5350989af2,215.094807129819,467
16f25c0e-f879-4453-b5d4-efebabc2881b,179.024205277674,104
16f54311-2784-4f4a-ab9c-a2ee20f4dd21,578.549147407524,25
1706a266-0094-42e7-8f79-207551344c67,35.0328742591664,0
1708996d-9c04-4503-a8c2-dbed861f3796,578.549147407524,1
17148645-40ec-45d6-984e-bc34868f2d2b,48.9737307410687,0
1738243c-f3fe-422b-af10-b1624e8973cd,203.084865000099,4
17443627-8c8b-4562-b721-471557099bb2,578.549147407524,3
174b949b-bcfd-4995-9fb4-7385e7e17fdb,578.549147407524,100
174c234c-acaf-4ebc-9a7e-29a09f79573f,578.549147407524,34
17a8b42c-6885-42d1-9bf6-015622042042,578.549147407524,51
17ac2f0f-5448-44de-b245-bb3b9592ab5d,196.035061759409,104
17ae125a-6f34-407d-bfc3-41c5c6127e29,54.3413812038489,0
17c46e8e-f7c5-487f-9c93-4e3c7c943460,578.549147407524,2
17ea8137-9bf2-482c-89fd-8806c87b4c2b,216.082191389054,55
17edd295-68dc-48f5-a1bb-d39ecf73737a,310.998186759185,35
17fa24e6-3879-4688-a140-6083c15e7064,201.012237685267,7
17fc02b5-1a18-4e83-8b78-0b0a63c68eff,578.549147407524,2
17ff6c77-1490-4dec-91c3-8c1ab642fb95,214.044575648382,1
182b7bc1-3e07-4962-9eb8-078d128efec3,578.549147407524,0
184af1c9-a665-412e-86be-7d325c3a91e1,578.549147407524,2
184f7116-f824-4b60-b1b4-6c709356f541,7.60028166696429,0
1856963a-84cb-453e-a139-eb7d8d9b3255,178.053186759353,4608
185fed94-b602-4d93-b05e-1a26262ff02f,178.038290926255,10
18967402-4a26-46bf-ad7b-3991dfecc8da,53.923719166778,0
18d640c2-0771-4a3e-8e19-1a4762e48d03,297.006323333364,1
18eb8f55-62c3-4390-95f2-1f5faa5743bb,175.036809444427,1
